Date,Rainfall_mm,Humidity_pct,Temperature_C,Soil_Moisture,Wind_Speed_ms,Atmospheric_Pressure_kPa,Rainfall_3day,Flood_Risk_Index
2004-01-01,0.34,74.34,26.73,0.55,5.59,99.75,0.34,19.21
2004-01-02,0.02,72.01,26.62,0.55,5.74,99.77,0.36000000000000004,18.13
2004-01-03,0.0,69.07,26.36,0.54,6.15,99.81,0.36000000000000004,16.35
2004-01-04,0.02,71.96,26.73,0.53,4.96,99.8,0.04,16.54
2004-01-05,0.23,75.46,26.7,0.53,5.17,99.82,0.25,18.01
2004-01-06,0.16,72.98,26.74,0.53,5.46,99.78,0.41000000000000003,17.47
2004-01-07,0.26,73.25,27.14,0.52,6.28,99.75,0.65,17.9
2004-01-08,0.37,74.68,26.59,0.52,7.61,99.8,0.79,18.82
2004-01-09,2.36,76.89,26.76,0.51,7.32,99.76,2.9899999999999998,19.86
2004-01-10,5.13,78.7,26.75,0.51,7.55,99.75,7.859999999999999,21.6
2004-01-11,1.86,75.23,26.53,0.51,7.31,99.77,9.35,20.07
2004-01-12,0.02,73.0,26.81,0.51,5.43,99.78,7.01,17.65
2004-01-13,0.59,72.86,26.92,0.5,6.43,99.67,2.47,17.92
2004-01-14,0.15,72.45,27.31,0.5,5.62,99.57,0.76,17.88
2004-01-15,0.08,72.52,27.55,0.5,4.72,99.62,0.82,17.01
2004-01-16,0.01,71.38,27.42,0.49,5.26,99.74,0.24,15.3
2004-01-17,0.0,68.07,27.19,0.49,4.72,99.68,0.09,14.09
2004-01-18,0.0,67.72,26.79,0.48,4.29,99.67,0.01,13.35
2004-01-19,0.0,61.64,26.88,0.48,3.55,99.61,0.0,10.88
2004-01-20,0.0,62.84,27.12,0.48,3.21,99.57,0.0,11.54
2004-01-21,0.0,64.08,27.29,0.47,2.6,99.48,0.0,12.07
2004-01-22,0.02,66.49,27.57,0.47,2.78,99.47,0.02,13.27
2004-01-23,0.91,71.36,27.56,0.47,3.1,99.47,0.93,15.65
2004-01-24,5.25,76.17,27.56,0.47,3.37,99.37,6.18,19.5
2004-01-25,4.02,77.46,27.57,0.47,3.11,99.49,10.18,19.53
2004-01-26,1.3,77.33,26.83,0.47,2.51,99.62,10.57,18.12
2004-01-27,0.66,73.7,27.56,0.47,1.67,99.53,5.9799999999999995,16.16
2004-01-28,0.87,68.06,28.02,0.47,2.16,99.45,2.83,14.21
2004-01-29,0.32,66.26,27.87,0.46,2.71,99.49,1.85,12.83
2004-01-30,0.0,64.33,27.87,0.46,3.88,99.53,1.19,12.21
2004-01-31,0.04,64.46,27.89,0.46,3.12,99.53,0.36,11.72
2004-02-01,0.04,68.87,27.82,0.45,1.63,99.42,0.08,13.24
2004-02-02,0.1,69.45,27.5,0.45,2.18,99.48,0.18,13.3
2004-02-03,0.97,69.1,28.45,0.45,3.65,99.52,1.1099999999999999,13.75
2004-02-04,0.53,72.98,27.86,0.45,4.52,99.56,1.6,15.61
2004-02-05,0.19,70.31,28.34,0.44,4.25,99.6,1.6900000000000002,13.59
2004-02-06,0.21,66.8,28.65,0.44,2.88,99.71,0.93,10.32
2004-02-07,3.09,68.14,28.35,0.44,1.71,99.9,3.4899999999999998,9.06
2004-02-08,4.92,70.71,27.69,0.44,2.41,99.92,8.219999999999999,11.1
2004-02-09,0.05,64.55,28.43,0.44,3.57,99.82,8.059999999999999,9.93
2004-02-10,0.23,63.91,28.23,0.44,4.36,99.84,5.2,9.47
2004-02-11,0.04,65.42,28.25,0.44,4.05,99.86,0.32,9.01
2004-02-12,0.17,67.41,28.52,0.43,4.33,99.81,0.44000000000000006,10.02
2004-02-13,0.96,69.08,28.24,0.43,5.65,99.68,1.17,12.65
2004-02-14,0.72,68.1,27.91,0.43,6.79,99.61,1.8499999999999999,13.54
2004-02-15,0.4,68.23,27.99,0.43,6.42,99.6,2.08,13.52
2004-02-16,0.02,63.39,28.25,0.42,6.27,99.65,1.14,10.39
2004-02-17,0.0,62.83,27.5,0.42,4.4,99.56,0.42000000000000004,9.79
2004-02-18,0.0,63.07,27.19,0.42,4.17,99.55,0.02,9.79
2004-02-19,0.0,58.09,27.2,0.42,4.37,99.59,0.0,7.45
2004-02-20,0.0,57.8,27.03,0.42,4.84,99.65,0.0,7.07
2004-02-21,0.05,62.03,27.05,0.41,2.88,99.68,0.05,7.14
2004-02-22,4.8,67.79,28.02,0.41,3.04,99.59,4.85,11.18
2004-02-23,8.25,74.83,27.64,0.42,4.48,99.6,13.1,16.57
2004-02-24,0.16,64.83,27.78,0.42,4.52,99.69,13.209999999999999,11.62
2004-02-25,0.0,58.65,27.2,0.42,3.37,99.73,8.41,7.29
2004-02-26,0.0,61.29,27.26,0.41,2.74,99.67,0.16,6.85
2004-02-27,0.48,67.2,27.72,0.41,2.5,99.62,0.48,9.7
2004-02-28,0.03,57.69,28.15,0.41,3.48,99.59,0.51,6.45
2004-02-29,0.0,57.9,27.26,0.41,2.93,99.57,0.51,6.41
2004-03-01,0.0,61.37,26.42,0.41,2.01,99.6,0.03,7.06
2004-03-02,0.0,60.55,27.45,0.4,1.8,99.49,0.0,7.09
2004-03-03,0.03,65.08,27.69,0.4,2.19,99.55,0.03,8.72
2004-03-04,0.14,69.47,27.43,0.4,2.63,99.6,0.17,10.42
2004-03-05,0.27,67.42,28.11,0.4,2.03,99.55,0.44000000000000006,9.69
2004-03-06,0.34,65.28,28.9,0.4,2.49,99.55,0.75,9.08
2004-03-07,0.04,60.09,28.79,0.4,2.66,99.57,0.65,6.79
2004-03-08,0.92,64.23,29.02,0.4,2.54,99.73,1.3,7.24
2004-03-09,1.15,69.31,28.24,0.4,5.29,99.68,2.11,11.43
2004-03-10,0.48,67.02,28.81,0.4,4.84,99.5,2.55,11.79
2004-03-11,0.09,64.07,29.29,0.39,3.39,99.53,1.72,8.95
2004-03-12,0.07,65.31,29.04,0.39,3.23,99.62,0.64,8.47
2004-03-13,0.59,70.4,28.35,0.39,2.74,99.73,0.75,9.45
2004-03-14,1.26,64.22,29.46,0.39,3.17,99.65,1.92,7.92
2004-03-15,8.72,74.7,28.03,0.39,2.74,99.61,10.57,13.83
2004-03-16,2.31,75.93,27.83,0.4,2.43,99.56,12.290000000000001,15.29
2004-03-17,1.5,71.85,28.28,0.4,2.37,99.57,12.530000000000001,13.49
2004-03-18,1.16,70.03,28.76,0.4,2.44,99.54,4.97,11.82
2004-03-19,0.38,71.9,28.68,0.4,2.88,99.45,3.04,13.3
2004-03-20,0.08,70.24,28.74,0.4,3.26,99.37,1.6199999999999999,13.25
2004-03-21,0.07,70.78,28.85,0.4,3.22,99.4,0.53,13.03
2004-03-22,0.5,69.55,28.61,0.4,3.29,99.52,0.65,11.56
2004-03-23,0.55,71.09,28.52,0.39,4.25,99.55,1.12,12.13
2004-03-24,2.02,74.42,28.39,0.39,4.58,99.5,3.0700000000000003,14.45
2004-03-25,1.46,74.71,28.45,0.39,5.39,99.42,4.029999999999999,15.83
2004-03-26,0.48,72.68,28.61,0.39,4.45,99.42,3.96,14.45
2004-03-27,0.18,69.88,28.98,0.39,3.52,99.6,2.1199999999999997,10.96
2004-03-28,0.07,70.14,28.94,0.39,3.2,99.66,0.7299999999999995,10.18
2004-03-29,0.61,70.9,28.82,0.39,2.89,99.65,0.8599999999999995,10.44
2004-03-30,2.86,81.49,27.53,0.39,3.41,99.65,3.539999999999999,15.63
2004-03-31,2.94,75.34,28.45,0.39,2.09,99.63,6.41,12.93
2004-04-01,14.49,84.08,26.73,0.4,2.97,99.77,20.29,18.53
2004-04-02,2.35,70.21,28.61,0.41,1.92,99.73,19.78,12.77
2004-04-03,6.51,74.48,28.46,0.41,2.37,99.75,23.35,15.21
2004-04-04,3.71,73.36,28.69,0.42,2.16,99.72,12.57,13.61
2004-04-05,4.82,79.24,27.37,0.42,2.06,99.67,15.040000000000003,16.85
2004-04-06,3.84,68.06,27.7,0.42,2.14,99.72,12.370000000000001,11.32
2004-04-07,6.23,82.24,26.7,0.42,2.5,99.72,14.89,17.92
2004-04-08,5.52,83.38,26.82,0.43,3.3,99.66,15.59,19.87
2004-04-09,2.62,78.04,27.86,0.43,2.68,99.5,14.370000000000001,18.42
2004-04-10,2.95,73.15,28.8,0.43,2.83,99.45,11.09,16.34
2004-04-11,2.49,73.75,29.12,0.44,2.06,99.53,8.060000000000002,15.45
2004-04-12,1.8,82.8,27.99,0.44,2.83,99.53,7.240000000000002,19.57
2004-04-13,9.78,85.16,27.29,0.44,4.12,99.49,14.07,22.68
2004-04-14,3.94,84.84,27.55,0.45,3.16,99.45,15.520000000000001,23.01
2004-04-15,0.76,82.78,27.94,0.45,3.96,99.48,14.48,22.16
2004-04-16,0.73,81.08,28.13,0.45,4.01,99.53,5.4300000000000015,19.62
2004-04-17,1.29,81.04,28.12,0.45,3.76,99.45,2.780000000000002,19.73
2004-04-18,1.44,78.59,28.77,0.45,4.24,99.34,3.4600000000000017,19.98
2004-04-19,0.08,72.8,28.96,0.44,3.8,99.38,2.8100000000000014,16.42
2004-04-20,0.68,73.02,28.9,0.44,3.74,99.6,2.200000000000002,14.54
2004-04-21,1.21,74.95,28.66,0.44,3.34,99.54,1.9700000000000017,15.61
2004-04-22,2.7,76.59,28.28,0.44,3.26,99.4,4.590000000000002,17.85
2004-04-23,4.76,76.14,28.46,0.44,2.68,99.37,8.670000000000002,18.24
2004-04-24,9.35,80.39,27.26,0.45,3.68,99.41,16.810000000000002,21.95
2004-04-25,5.12,73.31,28.8,0.45,1.74,99.33,19.23,18.95
2004-04-26,10.43,81.02,28.06,0.46,1.72,99.42,24.9,22.76
2004-04-27,6.64,85.08,27.54,0.47,3.31,99.47,22.19,24.92
2004-04-28,2.58,76.3,28.68,0.47,2.64,99.3,19.65,21.87
2004-04-29,4.71,77.5,28.85,0.47,3.2,99.16,13.93,22.95
2004-04-30,6.67,75.69,28.98,0.47,3.43,99.11,13.96,22.74
2004-05-01,6.78,79.98,28.17,0.48,2.93,99.09,18.16,25.53
2004-05-02,23.08,80.23,27.67,0.49,4.74,99.05,36.53,30.26
2004-05-03,18.33,84.4,26.88,0.52,5.81,99.05,48.19,35.71
2004-05-04,22.76,84.86,27.35,0.54,6.18,99.12,64.17,38.87
2004-05-05,9.18,81.42,27.71,0.55,6.49,99.19,50.269999999999996,35.23
2004-05-06,1.0,78.98,28.4,0.54,6.33,99.25,32.94,30.47
2004-05-07,3.67,79.76,28.19,0.54,5.84,99.33,13.85,26.86
2004-05-08,0.75,82.32,28.05,0.54,4.09,99.25,5.42,26.35
2004-05-09,2.13,80.67,28.19,0.54,4.44,99.28,6.55,25.77
2004-05-10,1.95,81.09,28.17,0.54,5.71,99.4,4.83,25.35
2004-05-11,1.04,81.21,28.11,0.53,6.12,99.44,5.12,24.91
2004-05-12,2.67,85.56,27.71,0.53,5.98,99.35,5.66,27.52
2004-05-13,2.07,87.37,27.76,0.53,6.39,99.28,5.779999999999999,29.12
2004-05-14,1.63,86.85,27.65,0.53,5.67,99.39,6.369999999999999,27.67
2004-05-15,7.67,84.73,27.4,0.53,6.65,99.41,11.37,27.92
2004-05-16,2.21,78.23,27.73,0.53,7.59,99.49,11.509999999999998,25.03
2004-05-17,0.58,77.88,27.69,0.53,7.03,99.55,10.459999999999999,23.91
2004-05-18,4.76,81.64,27.38,0.53,7.15,99.57,7.55,24.94
2004-05-19,1.81,80.35,27.55,0.53,7.14,99.51,7.15,24.83
2004-05-20,13.67,81.38,27.13,0.52,7.01,99.57,20.240000000000002,26.32
2004-05-21,7.7,86.05,26.96,0.53,6.39,99.54,23.18,29.1
2004-05-22,4.11,86.7,26.96,0.54,6.34,99.49,25.480000000000004,30.56
2004-05-23,1.88,86.37,27.15,0.54,6.9,99.51,13.690000000000001,28.7
2004-05-24,1.41,83.54,27.09,0.53,5.89,99.63,7.4,24.54
2004-05-25,2.31,83.7,26.97,0.53,5.76,99.6,5.6,24.5
2004-05-26,11.61,88.06,26.71,0.53,5.98,99.58,15.329999999999998,28.17
2004-05-27,18.84,85.51,26.38,0.55,7.76,99.62,32.76,31.3
2004-05-28,6.39,85.56,26.38,0.55,6.11,99.57,36.839999999999996,31.49
2004-05-29,7.41,89.89,26.47,0.56,5.63,99.47,32.64,33.66
2004-05-30,6.61,89.26,26.21,0.56,5.15,99.5,20.41,30.97
2004-05-31,2.49,87.12,26.51,0.56,5.12,99.56,16.509999999999998,28.93
2004-06-01,2.84,87.93,26.68,0.56,5.21,99.59,11.94,28.35
2004-06-02,4.34,88.61,26.47,0.56,6.02,99.64,9.67,28.3
2004-06-03,5.37,87.82,26.37,0.56,6.56,99.62,12.55,28.88
2004-06-04,3.36,86.13,26.48,0.56,6.39,99.58,13.07,28.49
2004-06-05,2.0,83.09,26.59,0.56,7.17,99.57,10.73,27.34
2004-06-06,2.59,82.38,26.81,0.56,7.61,99.56,7.949999999999999,26.92
2004-06-07,10.44,84.81,26.28,0.56,6.63,99.62,15.03,28.03
2004-06-08,5.7,87.44,26.17,0.56,5.57,99.59,18.73,29.4
2004-06-09,7.28,86.34,25.68,0.56,5.78,99.69,23.42,28.95
2004-06-10,4.46,89.26,26.26,0.57,4.5,99.54,17.44,30.24
2004-06-11,14.04,87.79,26.55,0.57,4.35,99.4,25.78,32.02
2004-06-12,12.7,87.68,26.09,0.58,5.53,99.5,31.2,33.04
2004-06-13,5.45,88.83,26.55,0.59,5.35,99.48,32.19,34.18
2004-06-14,1.79,85.44,26.99,0.59,5.54,99.49,19.939999999999998,30.84
2004-06-15,0.69,87.66,26.9,0.58,3.96,99.55,7.93,28.11
2004-06-16,1.4,85.1,27.05,0.58,5.09,99.67,3.88,25.99
2004-06-17,8.08,86.44,27.04,0.58,6.29,99.62,10.17,28.62
2004-06-18,7.31,88.08,26.73,0.59,5.87,99.72,16.79,29.71
2004-06-19,0.87,84.33,26.71,0.59,5.66,99.67,16.259999999999998,28.34
2004-06-20,0.23,84.57,26.72,0.58,5.5,99.7,8.41,26.45
2004-06-21,0.03,81.61,26.99,0.58,5.43,99.83,1.13,22.92
2004-06-22,0.02,77.16,27.14,0.57,4.92,99.93,0.28,19.37
2004-06-23,0.06,77.7,27.02,0.57,5.28,99.73,0.11,21.44
2004-06-24,0.02,76.14,27.11,0.56,5.91,99.75,0.1,20.53
2004-06-25,0.25,77.87,27.1,0.55,5.48,99.76,0.33,20.56
2004-06-26,0.7,80.74,26.92,0.55,5.9,99.7,0.97,22.61
2004-06-27,1.21,80.58,26.82,0.55,6.03,99.72,2.16,22.63
2004-06-28,0.8,80.46,26.49,0.54,6.92,99.75,2.71,22.47
2004-06-29,1.13,79.54,26.89,0.54,7.86,99.72,3.1399999999999997,22.91
2004-06-30,3.15,81.88,26.91,0.54,7.73,99.62,5.08,24.97
2004-07-01,2.87,84.1,26.67,0.54,7.63,99.61,7.15,26.27
2004-07-02,3.24,84.04,26.68,0.53,6.92,99.43,9.26,27.28
2004-07-03,2.92,84.73,26.66,0.53,7.19,99.34,9.03,28.44
2004-07-04,1.75,86.1,26.37,0.53,7.48,99.4,7.91,28.49
2004-07-05,2.58,81.99,26.19,0.53,6.42,99.41,7.25,25.99
2004-07-06,2.39,83.89,26.16,0.53,5.16,99.44,6.72,25.78
2004-07-07,6.6,87.47,25.52,0.53,5.64,99.43,11.57,28.4
2004-07-08,10.46,86.58,25.66,0.54,5.78,99.45,19.450000000000003,29.59
2004-07-09,5.37,84.95,26.08,0.54,6.07,99.5,22.43,29.11
2004-07-10,2.17,85.15,26.1,0.54,5.43,99.47,18.0,28.4
2004-07-11,3.11,88.01,25.62,0.54,5.31,99.51,10.65,28.06
2004-07-12,0.65,85.43,26.0,0.54,5.48,99.55,5.93,25.98
2004-07-13,0.37,83.35,26.26,0.54,5.66,99.57,4.13,24.75
2004-07-14,0.69,81.74,26.63,0.54,6.18,99.37,1.71,25.64
2004-07-15,1.13,82.63,26.69,0.53,7.4,99.39,2.19,26.16
2004-07-16,1.77,81.75,26.35,0.53,7.22,99.45,3.59,25.41
2004-07-17,1.51,83.5,26.33,0.53,5.64,99.49,4.41,25.09
2004-07-18,13.64,85.39,26.07,0.53,6.31,99.51,16.92,28.05
2004-07-19,5.81,85.82,25.59,0.54,6.29,99.48,20.96,29.53
2004-07-20,0.49,85.32,26.14,0.54,5.48,99.47,19.94,28.81
2004-07-21,0.24,86.1,26.19,0.54,5.93,99.52,6.540000000000001,26.86
2004-07-22,0.32,86.21,26.02,0.53,6.05,99.56,1.0500000000000018,25.35
2004-07-23,0.61,86.07,26.04,0.53,6.52,99.55,1.1700000000000017,25.64
2004-07-24,0.67,84.27,26.3,0.53,6.37,99.45,1.6000000000000019,25.71
2004-07-25,0.4,83.32,26.34,0.53,6.83,99.43,1.6800000000000017,25.73
2004-07-26,0.18,81.55,26.64,0.52,6.44,99.41,1.2500000000000018,24.45
2004-07-27,0.52,82.54,26.46,0.52,6.71,99.43,1.1000000000000019,24.82
2004-07-28,0.17,83.88,26.3,0.52,5.11,99.4,0.8700000000000018,24.74
2004-07-29,0.94,85.67,25.99,0.51,5.74,99.51,1.6300000000000017,24.61
2004-07-30,0.17,85.51,25.79,0.51,3.75,99.6,1.2800000000000016,22.66
2004-07-31,0.02,81.83,26.64,0.51,4.6,99.62,1.1300000000000017,21.37
2004-08-01,0.02,83.21,26.44,0.51,4.68,99.62,0.21000000000000169,21.85
2004-08-02,0.09,82.33,26.49,0.5,6.17,99.49,0.13000000000000167,22.94
2004-08-03,0.86,81.73,26.75,0.5,7.2,99.41,0.9700000000000016,24.05
2004-08-04,3.64,82.58,26.63,0.5,7.4,99.39,4.590000000000002,25.25
2004-08-05,3.74,84.11,26.1,0.5,5.01,99.44,8.240000000000002,24.76
2004-08-06,3.6,86.02,26.22,0.5,5.45,99.52,10.980000000000002,25.57
2004-08-07,1.16,84.82,26.07,0.5,4.86,99.61,8.500000000000002,23.59
2004-08-08,0.94,85.67,26.27,0.5,4.71,99.69,5.700000000000002,22.76
2004-08-09,1.44,82.32,26.55,0.5,4.49,99.69,3.540000000000002,20.88
2004-08-10,0.89,79.88,26.93,0.5,5.4,99.68,3.2700000000000014,20.38
2004-08-11,0.07,78.96,26.95,0.5,5.6,99.69,2.400000000000002,19.88
2004-08-12,0.09,76.54,27.11,0.49,5.7,99.71,1.0500000000000018,18.11
2004-08-13,5.82,81.04,26.99,0.49,5.24,99.76,5.980000000000002,20.12
2004-08-14,15.48,86.33,26.37,0.5,5.51,99.77,21.39,25.27
2004-08-15,4.4,84.75,25.6,0.51,5.28,99.71,25.700000000000003,26.08
2004-08-16,2.81,84.09,26.6,0.51,6.45,99.58,22.69,27.05
2004-08-17,2.8,83.75,26.65,0.51,6.15,99.71,10.010000000000002,23.66
2004-08-18,3.3,85.38,25.99,0.51,5.72,99.82,8.910000000000002,23.02
2004-08-19,1.41,85.04,26.05,0.51,5.82,99.7,7.510000000000001,23.72
2004-08-20,0.56,83.1,26.28,0.51,6.26,99.53,5.270000000000001,24.21
2004-08-21,0.38,82.46,26.24,0.5,7.02,99.54,2.350000000000002,23.38
2004-08-22,0.2,80.96,26.6,0.5,5.91,99.59,1.140000000000002,21.54
2004-08-23,0.19,78.45,27.24,0.5,6.17,99.66,0.7700000000000018,19.97
2004-08-24,0.71,80.49,26.98,0.5,6.05,99.68,1.1000000000000019,20.65
2004-08-25,0.56,81.4,26.96,0.49,5.86,99.66,1.4600000000000017,20.74
2004-08-26,0.11,80.01,26.92,0.49,6.26,99.56,1.380000000000002,21.19
2004-08-27,0.18,78.98,27.28,0.49,7.42,99.5,0.8500000000000019,21.8
2004-08-28,0.26,79.76,26.8,0.49,7.25,99.52,0.5500000000000018,21.83
2004-08-29,0.31,80.82,26.68,0.48,7.38,99.55,0.7500000000000018,21.7
2004-08-30,1.24,81.08,26.67,0.48,7.19,99.55,1.8100000000000018,21.87
2004-08-31,0.48,79.64,26.52,0.48,6.76,99.53,2.030000000000002,21.23
2004-09-01,0.05,79.45,26.58,0.48,5.22,99.37,1.7700000000000018,21.62
2004-09-02,3.15,80.66,26.65,0.47,4.78,99.46,3.6800000000000015,21.02
2004-09-03,2.71,81.36,26.49,0.48,4.68,99.59,5.910000000000002,20.94
2004-09-04,0.94,77.73,26.94,0.47,5.89,99.5,6.8000000000000025,20.53
2004-09-05,1.42,77.23,26.97,0.47,7.36,99.43,5.070000000000002,21.43
2004-09-06,18.11,79.13,26.66,0.48,7.14,99.49,20.470000000000002,24.45
2004-09-07,18.31,84.36,25.99,0.5,5.56,99.59,37.84,28.55
2004-09-08,8.1,83.34,26.09,0.51,4.75,99.65,44.519999999999996,28.65
2004-09-09,0.48,80.99,26.17,0.51,4.49,99.64,26.89,24.83
2004-09-10,2.68,84.32,26.06,0.51,4.79,99.72,11.260000000000003,23.28
2004-09-11,5.62,86.53,25.97,0.51,5.04,99.66,8.780000000000005,24.46
2004-09-12,4.97,86.85,25.56,0.51,5.42,99.72,13.270000000000003,25.01
2004-09-13,1.29,86.21,25.68,0.51,4.5,99.82,11.880000000000003,23.18
2004-09-14,1.65,86.57,25.92,0.51,4.68,99.8,7.910000000000004,22.97
2004-09-15,3.33,86.63,26.13,0.51,5.38,99.64,6.270000000000003,24.46
2004-09-16,4.21,83.98,26.66,0.52,4.89,99.64,9.190000000000005,23.96
2004-09-17,6.04,86.92,26.42,0.52,6.03,99.64,13.580000000000004,26.51
2004-09-18,7.42,84.75,26.42,0.52,6.02,99.56,17.67,26.9
2004-09-19,9.06,86.62,26.23,0.53,6.63,99.52,22.520000000000003,29.54
2004-09-20,6.11,88.01,26.22,0.53,5.9,99.57,22.590000000000007,29.33
2004-09-21,8.05,87.66,26.12,0.53,5.88,99.57,23.220000000000006,29.27
2004-09-22,7.8,83.67,26.34,0.54,5.0,99.52,21.960000000000008,27.74
2004-09-23,14.61,85.02,26.15,0.54,4.6,99.48,30.460000000000008,29.77
2004-09-24,8.5,88.24,25.94,0.55,4.03,99.4,30.910000000000007,31.99
2004-09-25,28.82,90.34,25.69,0.57,5.0,99.44,51.93000000000001,37.22
2004-09-26,40.11,90.72,25.67,0.6,3.75,99.44,77.43,41.98
2004-09-27,17.9,90.89,25.22,0.63,6.06,99.43,86.83000000000001,46.13
2004-09-28,4.08,86.68,25.32,0.63,4.6,99.43,62.09,39.67
2004-09-29,0.62,85.18,26.1,0.63,3.04,99.56,22.600000000000005,30.9
2004-09-30,1.36,85.92,26.09,0.63,2.71,99.74,6.060000000000008,26.93
2004-10-01,10.46,85.42,26.04,0.63,3.48,99.8,12.440000000000008,27.63
2004-10-02,11.0,83.91,25.72,0.64,5.37,99.69,22.820000000000007,30.99
2004-10-03,4.29,83.35,25.96,0.64,6.76,99.7,25.75000000000001,31.88
2004-10-04,7.56,85.57,25.93,0.64,6.48,99.68,22.85000000000001,32.38
2004-10-05,2.61,86.82,26.29,0.64,5.63,99.62,14.460000000000006,31.64
2004-10-06,1.93,86.89,26.28,0.63,5.34,99.65,12.100000000000005,30.46
2004-10-07,1.27,88.41,26.19,0.63,5.21,99.65,5.810000000000007,30.05
2004-10-08,3.45,87.12,26.3,0.62,4.53,99.69,6.6500000000000075,28.51
2004-10-09,4.47,88.15,26.04,0.62,4.35,99.76,9.190000000000007,28.66
2004-10-10,6.03,88.97,26.02,0.62,4.21,99.81,13.950000000000006,29.26
2004-10-11,12.42,90.4,25.98,0.63,4.61,99.79,22.92000000000001,32.08
2004-10-12,10.02,91.13,25.72,0.64,4.11,99.73,28.470000000000006,33.92
2004-10-13,5.17,89.93,25.7,0.64,3.28,99.79,27.610000000000007,32.32
2004-10-14,2.23,90.51,25.9,0.64,4.21,99.85,17.420000000000005,30.97
2004-10-15,1.45,87.07,25.69,0.64,4.46,99.81,8.850000000000005,28.63
2004-10-16,2.3,86.94,25.82,0.64,3.48,99.73,5.980000000000005,28.27
2004-10-17,9.07,88.04,26.16,0.64,2.46,99.66,12.820000000000006,29.85
2004-10-18,11.16,87.47,26.32,0.64,2.88,99.59,22.53000000000001,31.94
2004-10-19,5.87,83.11,26.1,0.65,1.93,99.59,26.100000000000005,30.57
2004-10-20,8.69,80.84,27.16,0.65,1.55,99.43,25.720000000000006,30.68
2004-10-21,16.07,83.9,27.01,0.66,1.56,99.5,30.630000000000006,32.59
2004-10-22,9.82,81.25,26.92,0.67,1.94,99.56,34.580000000000005,32.21
2004-10-23,16.45,84.1,26.66,0.68,1.86,99.52,42.34,35.36
2004-10-24,8.71,78.96,27.1,0.69,2.17,99.56,34.980000000000004,32.28
2004-10-25,8.25,83.48,26.64,0.69,2.9,99.56,33.41000000000001,34.34
2004-10-26,25.41,85.06,26.3,0.7,2.48,99.55,42.370000000000005,36.7
2004-10-27,15.5,84.63,26.21,0.71,3.41,99.54,49.16000000000001,38.59
2004-10-28,11.24,87.58,26.18,0.72,4.55,99.45,52.150000000000006,42.11
2004-10-29,7.12,86.68,25.65,0.73,4.15,99.55,33.86000000000001,38.22
2004-10-30,6.51,88.11,25.45,0.73,3.49,99.59,24.870000000000008,36.72
2004-10-31,8.48,88.88,25.66,0.74,3.01,99.53,22.110000000000007,37.28
2004-11-01,26.35,88.49,25.99,0.75,4.62,99.57,41.34,41.09
2004-11-02,5.98,83.76,26.5,0.76,4.09,99.62,40.81000000000001,38.72
2004-11-03,4.63,82.59,26.54,0.76,5.02,99.55,36.960000000000015,38.71
2004-11-04,5.55,86.69,26.02,0.75,5.76,99.49,16.160000000000007,37.67
2004-11-05,18.49,90.74,25.08,0.76,5.07,99.47,28.670000000000005,41.56
2004-11-06,8.85,86.41,25.84,0.77,2.72,99.52,32.89000000000001,39.13
2004-11-07,4.23,87.47,25.86,0.77,1.19,99.46,31.570000000000007,39.04
2004-11-08,10.28,87.62,25.79,0.77,2.89,99.47,23.360000000000007,38.65
2004-11-09,7.56,85.95,26.15,0.78,2.25,99.48,22.070000000000007,37.74
2004-11-10,7.15,87.69,26.23,0.78,1.62,99.51,24.990000000000006,38.34
2004-11-11,14.57,86.38,26.27,0.78,2.03,99.54,29.28000000000001,38.43
2004-11-12,12.5,84.11,26.4,0.79,1.52,99.68,34.220000000000006,37.21
2004-11-13,17.03,83.67,26.55,0.8,2.11,99.74,44.10000000000001,38.82
2004-11-14,5.2,88.93,26.11,0.81,4.49,99.64,34.730000000000004,42.13
2004-11-15,15.57,87.45,26.42,0.81,3.05,99.61,37.800000000000004,41.45
2004-11-16,3.73,85.52,25.82,0.82,4.57,99.64,24.500000000000004,39.54
2004-11-17,0.65,83.87,25.94,0.81,4.61,99.68,19.950000000000003,37.39
2004-11-18,0.1,82.39,25.81,0.8,5.46,99.7,4.480000000000004,34.2
2004-11-19,1.79,86.97,25.9,0.8,5.39,99.59,2.5400000000000036,36.72
2004-11-20,6.17,86.26,26.5,0.8,4.6,99.58,8.060000000000004,36.95
2004-11-21,11.41,89.59,26.21,0.8,4.99,99.55,19.370000000000005,40.6
2004-11-22,22.06,88.71,26.2,0.81,2.68,99.52,39.64,42.83
2004-11-23,8.65,87.74,25.65,0.82,3.31,99.54,42.120000000000005,43.41
2004-11-24,7.59,85.1,26.11,0.82,3.89,99.48,38.300000000000004,42.5
2004-11-25,5.37,84.57,26.32,0.82,4.37,99.53,21.610000000000003,39.5
2004-11-26,5.1,85.27,25.83,0.82,4.5,99.6,18.060000000000002,38.72
2004-11-27,1.16,81.74,26.4,0.82,4.18,99.62,11.630000000000003,35.87
2004-11-28,9.52,85.51,26.3,0.82,5.45,99.71,15.780000000000001,38.05
2004-11-29,1.39,85.31,26.05,0.81,6.81,99.67,12.070000000000002,38.04
2004-11-30,4.95,85.58,26.27,0.81,6.07,99.6,15.860000000000001,38.93
2004-12-01,8.24,84.38,26.34,0.8,3.62,99.6,14.580000000000002,36.47
2004-12-02,4.58,85.88,26.26,0.8,4.2,99.74,17.770000000000003,36.75
